# Title: Northern Hemisphere Land Average Temperature Anomalies
# Units: Degrees Celsius
# Missing: -999
# Base Period: 1901-2000
Date,Anomaly
197202,-0.85
197203,0.23
197204,-0.06
197205,-0.25
197206,-0.12
197207,-0.07
197208,0.00
197209,-0.39
197210,-0.12
197211,-0.59
197212,-0.07
197301,0.22
197302,0.70
197303,0.51
197304,0.49
197305,0.28
197306,0.43
197307,0.17
197308,0.23
197309,-0.01
197310,-0.10
197311,-0.10
197312,0.37
197401,-0.31
197402,-0.70
197403,0.24
197404,0.12
197405,-0.09
197406,-0.08
197407,0.08
197408,-0.02
197409,-0.12
197410,-0.32
197411,-0.47
197412,-0.48
197501,0.14
197502,0.35
197503,0.48
197504,0.43
197505,0.18
197506,0.18
197507,0.05
197508,-0.03
197509,0.13
197510,-0.27
197511,-0.41
197512,0.02
197601,0.43
197602,-0.08
197603,-0.38
197604,0.35
197605,-0.15
197606,-0.19
197607,-0.22
197608,-0.16
197609,0.13
197610,-1.04
197611,-0.63
197612,-0.37
197701,-0.14
197702,-0.01
197703,0.31
197704,0.56
197705,0.58
197706,0.49
197707,0.15
197708,0.04
197709,0.22
197710,-0.36
197711,0.52
197712,0.00
197801,0.21
197802,0.06
197803,0.36
197804,0.26
197805,-0.02
197806,-0.26
197807,-0.21
197808,-0.29
197809,0.00
197810,-0.10
197811,0.36
197812,0.00
197901,-0.07
197902,-0.88
197903,0.05
197904,-0.57
197905,0.03
197906,0.08
197907,0.12
197908,0.02
197909,0.28
197910,0.27
197911,0.18
197912,0.99
198001,0.33
198002,0.85
198003,-0.03
198004,0.22
198005,0.42
198006,0.26
198007,0.20
198008,0.12
198009,0.01
198010,0.31
198011,0.28
198012,0.19
198101,1.68
198102,1.19
198103,1.10
198104,0.67
198105,0.36
198106,0.47
198107,0.19
198108,0.37
198109,0.19
198110,0.40
198111,0.60
198112,1.04
198201,-0.49
198202,0.26
198203,-0.19
198204,0.24
198205,-0.08
198206,-0.09
198207,0.18
198208,-0.07
198209,0.14
198210,-0.16
198211,-0.54
198212,0.63
198301,0.74
198302,0.57
198303,0.63
198304,-0.11
198305,-0.03
198306,0.16
198307,0.37
198308,0.52
198309,0.43
198310,0.15
198311,1.02
198312,0.32
198401,0.62
198402,0.01
198403,0.43
198404,-0.13
198405,0.51
198406,0.20
198407,0.11
198408,0.21
198409,0.03
198410,0.12
198411,-0.18
198412,-0.65
198501,0.50
198502,-0.47
198503,0.15
198504,0.03
198505,0.24
198506,0.22
198507,-0.13
198508,0.09
198509,0.03
198510,-0.07
198511,0.02
198512,0.36
198601,0.68
198602,0.74
198603,0.59
198604,0.29
198605,0.31
198606,0.17
198607,-0.02
198608,0.08
198609,-0.10
198610,-0.15
198611,-0.11
198612,0.05
198701,0.46
198702,0.72
198703,-0.17
198704,-0.04
198705,0.32
198706,0.14
198707,0.42
198708,0.32
198709,0.31
198710,-0.02
198711,-0.42
198712,0.66
198801,0.71
198802,0.64
198803,0.60
198804,0.58
198805,0.69
198806,0.69
198807,0.71
