time,msl,cycle
2019-07-25 18:22:22.028439296,0.09267791501770027,989.0
2019-08-04 16:20:53.014430208,0.0930839614632314,990.0
2019-08-14 14:19:24.089117184,0.09413327320750614,991.0
2019-08-24 12:17:56.337932032,0.09514181237146904,992.0
2019-09-03 10:16:28.064977408,0.09537431981017777,993.0
2019-09-13 08:14:59.863544832,0.0947032247428769,994.0
2019-09-23 06:13:31.526496768,0.09358809760277499,995.0
2019-10-03 04:12:03.087771136,0.09259994101628999,996.0
2019-10-13 02:10:34.551717120,0.09214725177023565,997.0
2019-10-23 00:09:06.018762496,0.0923192589062181,998.0
2019-11-01 22:07:37.054757888,0.09284142535413921,999.0
2019-11-11 20:06:07.727379712,0.09327906937969684,1000.0
2019-11-21 18:04:38.508875008,0.09341196262678002,1001.0
2019-12-01 16:03:09.328162048,0.09336710203284837,1002.0
2019-12-11 14:01:41.205152512,0.09324162340333428,1003.0
2019-12-21 12:00:13.147335424,0.09279796362770348,1004.0
2019-12-31 09:58:44.855176192,0.0918034367982781,1005.0
2020-01-10 07:57:17.152627456,0.09069088364567868,1006.0
2020-01-20 05:55:49.008117504,0.09038096429620066,1007.0
2020-01-28 04:33:05.127959552,0.0910540741483866,1008.0
2020-02-09 17:14:41.604512768,0.09256412527998184,1009.0
2020-02-18 23:51:22.934410496,0.09322419844485612,1010.0
2020-02-28 21:49:53.912446720,0.09298664895149371,1011.0
2020-03-09 19:48:25.021206528,0.09242949107614344,1012.0
2020-03-19 17:46:56.354556672,0.09226292868245223,1013.0
2020-03-29 15:45:28.457974784,0.09252774647877862,1014.0
2020-04-08 13:44:00.502664192,0.0928755147715165,1015.0
2020-04-18 11:42:32.294115072,0.0931703756083937,1016.0
2020-04-28 09:41:03.819731456,0.0935513889978132,1017.0
2020-05-08 07:39:35.825602048,0.09410583877570758,1018.0
2020-05-18 05:38:07.458433792,0.09466195913349407,1019.0
2020-05-28 03:36:39.406084352,0.0949567428890801,1020.0
2020-06-07 01:35:10.920272384,0.09500476114954426,1021.0
2020-06-16 23:33:42.355043328,0.09512350119019668,1022.0
2020-06-26 21:32:13.532221440,0.09550863729840527,1023.0
2020-07-06 19:30:44.270955264,0.09599080989324746,1024.0
2020-07-16 17:29:15.206880512,0.0962150257410779,1025.0
2020-07-26 15:27:46.568707840,0.09602928220716904,1026.0
2020-08-05 13:26:18.053737216,0.09565742146126738,1027.0
2020-08-15 11:24:49.889498624,0.09543424481594927,1028.0
2020-08-25 09:23:21.872017920,0.09537843850871372,1029.0
2020-09-04 07:21:53.538306816,0.09529330604388801,1030.0
2020-09-14 05:20:25.344078592,0.09516027076669256,1031.0
2020-09-24 03:18:57.024178176,0.09528906773827653,1032.0
2020-10-04 01:17:28.384107264,0.09601974399561589,1033.0
2020-10-13 23:15:59.479183616,0.09714410347395376,1034.0
2020-10-23 05:49:31.259134464,0.09786438243655018,1035.0
2020-11-03 02:54:08.926446592,0.09761798594074161,1036.0
2020-11-12 17:11:33.610798848,0.09664160384262735,1037.0
2020-11-22 15:10:05.372963584,0.09574893621288288,1038.0
2020-12-02 13:08:36.956616960,0.09552160734334195,1039.0
2020-12-12 11:07:08.375104512,0.09595419093590828,1040.0
2020-12-22 09:05:39.756503552,0.09670541717668202,1041.0
2021-01-01 07:04:11.095964928,0.09756206341339446,1042.0
2021-01-11 05:02:42.388875008,0.09841890009252216,1043.0
2021-01-21 03:01:13.415475200,0.09894491992978975,1044.0
2021-01-31 00:59:44.186200576,0.09863089488205797,1045.0
2021-02-09 22:58:15.573271552,0.0974086516391866,1046.0
2021-02-19 20:56:47.619386112,0.09590063062771947,1047.0
2021-03-01 18:55:19.546691072,0.09505535209674967,1048.0
2021-03-11 16:53:51.422366464,0.09550677034669608,1049.0
2021-03-21 14:52:23.110819072,0.09707352608751824,1050.0
2021-03-31 12:50:54.561598464,0.09879521331016825,1051.0
2021-04-10 10:49:25.919279616,0.09970137512930884,1052.0
2021-04-20 08:47:57.270943744,0.09958212809676625,1053.0
2021-04-30 06:46:28.691055360,0.0989847559649915,1054.0
2021-05-10 04:45:00.526945792,0.0985006799353388,1055.0
2021-05-20 02:43:32.669209344,0.09832375001495464,1056.0
2021-05-30 00:42:04.544455936,0.0983951890900733,1057.0
2021-06-08 22:40:36.135713024,0.098692892514161,1058.0
2021-06-18 20:39:07.536618240,0.09917534139000606,1059.0
2021-06-28 18:37:38.801018112,0.09969856661951318,1060.0
2021-07-08 16:36:09.896887552,0.10021653756072318,1061.0
2021-07-18 14:34:40.868849408,0.10090178905001698,1062.0
2021-07-28 12:33:12.285930496,0.10166963483004389,1063.0
2021-08-07 10:31:44.196653824,0.10197971150295404,1064.0
2021-08-17 08:30:16.069115136,0.10146139977050915,1065.0
2021-08-27 06:28:47.991361024,0.10055508141691497,1066.0
2021-09-06 04:27:19.940588544,0.10010561016068006,1067.0
2021-09-16 02:25:51.649738240,0.10050280646778584,1068.0
2021-09-26 00:24:23.047011072,0.10146915486046995,1069.0
2021-10-05 22:22:54.201305600,0.10239659251338167,1070.0
2021-10-15 20:21:25.197522176,0.10270943689327088,1071.0
2021-10-25 18:19:56.171491072,0.10228035410705696,1072.0
2021-11-04 16:18:27.131213568,0.10162432337285339,1073.0
2021-11-14 14:16:58.849927936,0.10142319698426183,1074.0
2021-11-24 12:15:31.153723392,0.10170640709759982,1075.0
2021-12-04 10:14:03.301135104,0.10174892315489716,1076.0
